InvoiceNo,CustomerID,PurchaseDate,ProductCategory,Product,Quantity,UnitPrice,TotalSpend
INV-101934,CUST-0265,2025-05-11 17:41:41,Computer Accessories,Premium Aluminum Monitor Arm,1,62.17,62.17
INV-101100,CUST-0314,2025-05-12 08:37:33,Computer Accessories,Premium Aluminum Monitor Arm,3,69.87,209.61
INV-102092,CUST-0159,2025-05-12 11:04:54,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),4,33.45,133.8
INV-101100,CUST-0314,2025-05-12 17:07:27,Smart Office & Furniture,Motorized Standing Desk Frame,6,412.76,2476.56
INV-100711,CUST-0157,2025-05-13 08:14:11,Wearables & Fitness,Heart Rate Performance Sensor Band,1,95.46,95.46
INV-100711,CUST-0157,2025-05-13 10:45:29,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,1,39.51,39.51
INV-100665,CUST-0204,2025-05-13 11:15:15,Computer Accessories,Premium Aluminum Monitor Arm,3,68.43,205.29
INV-101348,CUST-0315,2025-05-13 16:49:07,Smart Office & Furniture,Smart LED Desk Bar Lamp,1,50.25,50.25
INV-101775,CUST-0197,2025-05-13 16:51:54,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),4,32.09,128.36
INV-101348,CUST-0315,2025-05-13 18:04:47,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,3,80.38,241.14
INV-103794,CUST-0137,2025-05-13 18:29:13,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,1,35.03,35.03
INV-102598,CUST-0019,2025-05-13 18:34:15,Wearables & Fitness,Titanium GPS Smart Fitness Watch,4,255.02,1020.08
INV-103545,CUST-0196,2025-05-13 22:38:55,Computer Accessories,Premium Aluminum Monitor Arm,6,76.04,456.24
INV-101775,CUST-0197,2025-05-13 22:44:36,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),1,33.75,33.75
INV-100281,CUST-0305,2025-05-14 09:46:46,Smart Office & Furniture,Smart LED Desk Bar Lamp,1,56.22,56.22
INV-103248,CUST-0055,2025-05-14 11:15:52,Smart Office & Furniture,Ergonomic Lumbar Executive Chair,3,325.63,976.89
INV-101786,CUST-0178,2025-05-14 13:14:40,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),2,31.33,62.66
INV-103567,CUST-0033,2025-05-14 14:51:37,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,3,44.82,134.46
INV-101786,CUST-0178,2025-05-14 22:31:28,Wearables & Fitness,Heart Rate Performance Sensor Band,3,87.36,262.08
INV-100778,CUST-0352,2025-05-15 08:21:27,Smart Office & Furniture,Ergonomic Lumbar Executive Chair,4,311.26,1245.04
INV-102163,CUST-0297,2025-05-15 12:07:04,Electronics & Audio,4K Curved Ultra-Wide Gaming Monitor,2,485.06,970.12
INV-100966,CUST-0046,2025-05-15 13:17:22,Wearables & Fitness,Heart Rate Performance Sensor Band,3,94.85,284.55
INV-102163,CUST-0297,2025-05-15 13:36:46,Computer Accessories,Premium Aluminum Monitor Arm,2,62.06,124.12
INV-100778,CUST-0352,2025-05-15 14:37:02,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),5,36.06,180.3
INV-101122,CUST-0316,2025-05-15 17:31:23,Smart Office & Furniture,Ergonomic Lumbar Executive Chair,3,278.69,836.07
INV-102093,CUST-0159,2025-05-15 20:31:17,Smart Office & Furniture,Smart LED Desk Bar Lamp,3,49.58,148.74
INV-102634,CUST-0436,2025-05-15 21:09:01,Smart Office & Furniture,Ergonomic Lumbar Executive Chair,2,289.33,578.66
INV-101315,CUST-0437,2025-05-16 14:55:59,Smart Office & Furniture,Ergonomic Lumbar Executive Chair,3,275.51,826.53
INV-102586,CUST-0365,2025-05-16 15:17:20,Electronics & Audio,Noise-Cancelling Studio Pro Headphones,1,309.51,309.51
INV-103707,CUST-0127,2025-05-16 16:08:34,Smart Office & Furniture,Ergonomic Lumbar Executive Chair,2,265.61,531.22
INV-102586,CUST-0365,2025-05-16 16:42:22,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,4,36.87,147.48
INV-103788,CUST-0332,2025-05-16 17:13:01,Wearables & Fitness,Titanium GPS Smart Fitness Watch,2,245.95,491.9
INV-103707,CUST-0127,2025-05-16 18:08:03,Computer Accessories,Premium Aluminum Monitor Arm,2,59.21,118.42
INV-101315,CUST-0437,2025-05-16 18:09:37,Smart Office & Furniture,Smart LED Desk Bar Lamp,2,51.88,103.76
INV-102540,CUST-0018,2025-05-16 18:25:02,Computer Accessories,Custom Mechanical RGB Keyboard,1,152.59,152.59
INV-100689,CUST-0421,2025-05-16 19:23:52,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,2,86.93,173.86
INV-103707,CUST-0127,2025-05-16 19:44:52,Smart Office & Furniture,Ergonomic Lumbar Executive Chair,2,257.05,514.1
INV-102586,CUST-0365,2025-05-16 20:16:26,Electronics & Audio,Noise-Cancelling Studio Pro Headphones,4,324.64,1298.56
INV-103860,CUST-0322,2025-05-17 08:11:14,Smart Office & Furniture,Motorized Standing Desk Frame,2,358.06,716.12
INV-103319,CUST-0323,2025-05-17 08:58:57,Computer Accessories,Premium Aluminum Monitor Arm,2,74.46,148.92
INV-103754,CUST-0167,2025-05-17 10:31:25,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),1,30.59,30.59
INV-103439,CUST-0362,2025-05-17 15:31:35,Smart Office & Furniture,Ergonomic Lumbar Executive Chair,5,335.14,1675.7
INV-103268,CUST-0260,2025-05-17 16:06:34,Electronics & Audio,Thunderbolt 4 Docking Station,6,227.84,1367.04
INV-100433,CUST-0355,2025-05-17 16:21:42,Smart Office & Furniture,Motorized Standing Desk Frame,2,419.67,839.34
INV-103818,CUST-0408,2025-05-17 16:52:50,Smart Office & Furniture,Motorized Standing Desk Frame,2,361.26,722.52
INV-100433,CUST-0355,2025-05-17 17:28:59,Electronics & Audio,Thunderbolt 4 Docking Station,2,209.02,418.04
INV-103818,CUST-0408,2025-05-17 20:59:42,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,1,33.39,33.39
INV-103818,CUST-0408,2025-05-17 21:48:26,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),2,31.37,62.74
INV-100292,CUST-0292,2025-05-17 22:10:32,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),1,34.35,34.35
INV-103754,CUST-0167,2025-05-17 22:31:03,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),2,30.32,60.64
INV-102859,CUST-0398,2025-05-18 11:05:31,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,2,36.36,72.72
INV-102935,CUST-0348,2025-05-18 12:40:04,Smart Office & Furniture,Motorized Standing Desk Frame,4,404.73,1618.92
INV-103249,CUST-0055,2025-05-18 15:14:17,Smart Office & Furniture,Smart LED Desk Bar Lamp,3,57.68,173.04
INV-101732,CUST-0075,2025-05-18 19:16:54,Smart Office & Furniture,Smart LED Desk Bar Lamp,1,49.04,49.04
INV-103453,CUST-0392,2025-05-18 22:30:23,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),3,39.37,118.11
INV-103249,CUST-0055,2025-05-18 22:53:43,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),4,38.22,152.88
INV-103811,CUST-0187,2025-05-19 12:36:44,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),2,30.99,61.98
INV-103811,CUST-0187,2025-05-19 12:59:46,Wearables & Fitness,Titanium GPS Smart Fitness Watch,2,235.83,471.66
INV-103414,CUST-0409,2025-05-19 13:56:02,Electronics & Audio,4K Curved Ultra-Wide Gaming Monitor,5,612.8,3064.0
INV-100193,CUST-0418,2025-05-19 14:01:14,Smart Office & Furniture,Smart LED Desk Bar Lamp,2,52.82,105.64
INV-100805,CUST-0263,2025-05-19 21:21:33,Smart Office & Furniture,Ergonomic Lumbar Executive Chair,3,310.55,931.65
INV-100865,CUST-0307,2025-05-19 21:42:30,Computer Accessories,Custom Mechanical RGB Keyboard,6,162.59,975.54
INV-100193,CUST-0418,2025-05-19 21:44:56,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,5,39.11,195.55
INV-100471,CUST-0146,2025-05-19 22:28:55,Computer Accessories,Custom Mechanical RGB Keyboard,2,159.26,318.52
INV-103704,CUST-0426,2025-05-20 13:12:20,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,1,73.65,73.65
INV-103617,CUST-0079,2025-05-20 15:06:37,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),4,38.89,155.56
INV-102766,CUST-0231,2025-05-20 15:15:14,Apparel & Lifestyle,Full-Grain Leather Briefcase Sleeve,4,88.05,352.2
INV-102707,CUST-0417,2025-05-20 18:18:26,Apparel & Lifestyle,Full-Grain Leather Briefcase Sleeve,3,87.2,261.6
INV-102707,CUST-0417,2025-05-20 19:27:15,Smart Office & Furniture,Smart LED Desk Bar Lamp,5,51.77,258.85
INV-102707,CUST-0417,2025-05-20 20:06:25,Computer Accessories,Custom Mechanical RGB Keyboard,5,151.52,757.6
INV-101618,CUST-0216,2025-05-20 20:31:27,Smart Office & Furniture,Smart LED Desk Bar Lamp,1,51.52,51.52
INV-102717,CUST-0405,2025-05-21 09:39:26,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),3,34.31,102.93
INV-100213,CUST-0174,2025-05-21 11:17:34,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),1,35.03,35.03
INV-100213,CUST-0174,2025-05-21 11:36:54,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),6,34.48,206.88
INV-101385,CUST-0156,2025-05-21 12:45:35,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,3,76.71,230.13
INV-103391,CUST-0387,2025-05-21 13:28:31,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,6,95.16,570.96
INV-103391,CUST-0387,2025-05-21 13:38:56,Computer Accessories,Custom Mechanical RGB Keyboard,4,182.3,729.2
INV-100118,CUST-0007,2025-05-21 17:09:48,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,1,41.06,41.06
INV-103391,CUST-0387,2025-05-21 19:50:22,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),3,37.58,112.74
INV-102767,CUST-0231,2025-05-22 09:25:20,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,4,86.54,346.16
INV-101640,CUST-0213,2025-05-22 11:50:54,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,4,36.88,147.52
INV-103021,CUST-0044,2025-05-22 12:36:15,Smart Office & Furniture,Motorized Standing Desk Frame,2,399.55,799.1
INV-103630,CUST-0057,2025-05-22 13:11:19,Wearables & Fitness,Titanium GPS Smart Fitness Watch,2,292.37,584.74
INV-101708,CUST-0232,2025-05-22 14:09:44,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),3,33.37,100.11
INV-103374,CUST-0223,2025-05-22 18:33:14,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,2,93.22,186.44
INV-100359,CUST-0035,2025-05-22 19:58:48,Apparel & Lifestyle,Full-Grain Leather Briefcase Sleeve,3,94.17,282.51
INV-103789,CUST-0332,2025-05-22 22:23:27,Computer Accessories,Custom Mechanical RGB Keyboard,1,142.05,142.05
INV-103593,CUST-0410,2025-05-22 22:46:53,Electronics & Audio,Noise-Cancelling Studio Pro Headphones,6,357.98,2147.88
INV-102094,CUST-0159,2025-05-23 11:54:35,Computer Accessories,Custom Mechanical RGB Keyboard,4,152.02,608.08
INV-103861,CUST-0322,2025-05-23 13:32:01,Electronics & Audio,4K Curved Ultra-Wide Gaming Monitor,2,491.8,983.6
INV-103269,CUST-0260,2025-05-23 14:15:35,Electronics & Audio,Noise-Cancelling Studio Pro Headphones,5,364.49,1822.45
INV-100592,CUST-0089,2025-05-23 19:36:03,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,3,85.27,255.81
INV-103187,CUST-0192,2025-05-24 08:29:38,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,3,36.78,110.34
INV-100967,CUST-0046,2025-05-24 08:42:47,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,2,84.66,169.32
INV-103692,CUST-0205,2025-05-24 10:12:21,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),2,30.01,60.02
INV-102945,CUST-0085,2025-05-24 11:29:00,Wearables & Fitness,Heart Rate Performance Sensor Band,3,90.49,271.47
INV-102683,CUST-0320,2025-05-24 14:30:34,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,1,82.22,82.22
INV-100967,CUST-0046,2025-05-24 15:17:58,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),3,34.93,104.79
INV-102693,CUST-0087,2025-05-24 18:47:39,Electronics & Audio,Thunderbolt 4 Docking Station,1,192.54,192.54
INV-102945,CUST-0085,2025-05-24 20:07:56,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,5,37.41,187.05
INV-102599,CUST-0019,2025-05-25 09:03:53,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,2,37.48,74.96
INV-100032,CUST-0282,2025-05-25 09:12:50,Smart Office & Furniture,Smart LED Desk Bar Lamp,3,55.03,165.09
INV-100921,CUST-0264,2025-05-25 09:22:30,Wearables & Fitness,Heart Rate Performance Sensor Band,2,101.24,202.48
INV-102599,CUST-0019,2025-05-25 10:00:06,Smart Office & Furniture,Ergonomic Lumbar Executive Chair,1,286.07,286.07
INV-100315,CUST-0243,2025-05-25 10:37:54,Smart Office & Furniture,Motorized Standing Desk Frame,5,410.12,2050.6
INV-103721,CUST-0330,2025-05-25 11:13:07,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,1,78.65,78.65
INV-100921,CUST-0264,2025-05-25 14:43:53,Wearables & Fitness,Titanium GPS Smart Fitness Watch,2,271.2,542.4
INV-103741,CUST-0138,2025-05-25 16:00:19,Computer Accessories,Custom Mechanical RGB Keyboard,1,140.6,140.6
INV-103214,CUST-0425,2025-05-25 16:31:39,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),2,38.68,77.36
INV-100032,CUST-0282,2025-05-25 18:11:50,Apparel & Lifestyle,Full-Grain Leather Briefcase Sleeve,6,96.7,580.2
INV-103618,CUST-0079,2025-05-25 18:43:07,Apparel & Lifestyle,Full-Grain Leather Briefcase Sleeve,4,104.06,416.24
INV-100032,CUST-0282,2025-05-25 21:10:45,Wearables & Fitness,Heart Rate Performance Sensor Band,3,100.96,302.88
INV-102599,CUST-0019,2025-05-25 22:09:26,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,5,36.47,182.35
INV-101709,CUST-0232,2025-05-26 10:23:02,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),4,32.18,128.72
INV-100666,CUST-0204,2025-05-26 12:07:21,Wearables & Fitness,Titanium GPS Smart Fitness Watch,6,264.38,1586.28
INV-100511,CUST-0062,2025-05-26 12:09:10,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,4,89.09,356.36
INV-100472,CUST-0146,2025-05-26 14:25:49,Wearables & Fitness,Heart Rate Performance Sensor Band,4,100.94,403.76
INV-102768,CUST-0231,2025-05-26 16:04:19,Smart Office & Furniture,Motorized Standing Desk Frame,2,396.39,792.78
INV-103007,CUST-0249,2025-05-26 16:12:00,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,1,85.93,85.93
INV-100866,CUST-0307,2025-05-26 16:40:47,Electronics & Audio,Noise-Cancelling Studio Pro Headphones,5,328.64,1643.2
INV-103619,CUST-0079,2025-05-26 22:41:40,Smart Office & Furniture,Motorized Standing Desk Frame,5,457.47,2287.35
INV-103459,CUST-0059,2025-05-27 08:53:33,Smart Office & Furniture,Ergonomic Lumbar Executive Chair,5,337.05,1685.25
INV-102836,CUST-0183,2025-05-27 11:00:52,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),4,34.41,137.64
INV-101024,CUST-0423,2025-05-27 12:56:56,Smart Office & Furniture,Smart LED Desk Bar Lamp,4,55.02,220.08
INV-101024,CUST-0423,2025-05-27 13:05:43,Smart Office & Furniture,Ergonomic Lumbar Executive Chair,5,313.44,1567.2
INV-103516,CUST-0271,2025-05-27 14:42:39,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),5,38.58,192.9
INV-100033,CUST-0282,2025-05-27 17:23:29,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,1,39.16,39.16
INV-103459,CUST-0059,2025-05-27 20:05:51,Smart Office & Furniture,Smart LED Desk Bar Lamp,4,59.24,236.96
INV-102836,CUST-0183,2025-05-27 20:32:21,Smart Office & Furniture,Motorized Standing Desk Frame,2,383.25,766.5
INV-100667,CUST-0204,2025-05-27 21:27:36,Smart Office & Furniture,Smart LED Desk Bar Lamp,1,54.82,54.82
INV-101979,CUST-0140,2025-05-27 22:24:01,Smart Office & Furniture,Ergonomic Lumbar Executive Chair,1,276.53,276.53
INV-103400,CUST-0449,2025-05-28 08:30:15,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,6,92.11,552.66
INV-103814,CUST-0326,2025-05-28 09:50:09,Smart Office & Furniture,Motorized Standing Desk Frame,1,357.41,357.41
INV-101945,CUST-0301,2025-05-28 09:58:10,Electronics & Audio,Thunderbolt 4 Docking Station,1,184.15,184.15
INV-103795,CUST-0137,2025-05-28 10:12:05,Electronics & Audio,Thunderbolt 4 Docking Station,1,173.14,173.14
INV-101945,CUST-0301,2025-05-28 12:14:47,Apparel & Lifestyle,Full-Grain Leather Briefcase Sleeve,1,82.99,82.99
INV-103795,CUST-0137,2025-05-28 16:58:20,Electronics & Audio,Noise-Cancelling Studio Pro Headphones,2,278.49,556.98
INV-102946,CUST-0085,2025-05-28 17:25:22,Wearables & Fitness,Titanium GPS Smart Fitness Watch,5,260.88,1304.4
INV-103814,CUST-0326,2025-05-28 18:30:25,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,1,75.85,75.85
INV-101945,CUST-0301,2025-05-28 18:51:27,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,3,82.15,246.45
INV-103819,CUST-0408,2025-05-28 19:37:05,Apparel & Lifestyle,Full-Grain Leather Briefcase Sleeve,2,83.91,167.82
INV-103795,CUST-0137,2025-05-28 20:44:54,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),1,31.37,31.37
INV-102946,CUST-0085,2025-05-28 22:23:26,Apparel & Lifestyle,Full-Grain Leather Briefcase Sleeve,3,88.26,264.78
INV-101234,CUST-0227,2025-05-29 08:50:14,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,4,35.16,140.64
INV-103055,CUST-0030,2025-05-29 09:13:05,Apparel & Lifestyle,Full-Grain Leather Briefcase Sleeve,4,89.1,356.4
INV-103055,CUST-0030,2025-05-29 09:32:43,Apparel & Lifestyle,Full-Grain Leather Briefcase Sleeve,2,92.24,184.48
INV-103517,CUST-0271,2025-05-29 12:22:31,Apparel & Lifestyle,Full-Grain Leather Briefcase Sleeve,6,103.37,620.22
INV-101710,CUST-0232,2025-05-29 20:10:13,Wearables & Fitness,Heart Rate Performance Sensor Band,4,86.21,344.84
INV-103055,CUST-0030,2025-05-29 22:55:55,Smart Office & Furniture,Smart LED Desk Bar Lamp,4,52.13,208.52
INV-100652,CUST-0241,2025-05-30 09:09:25,Smart Office & Furniture,Smart LED Desk Bar Lamp,6,55.77,334.62
INV-100652,CUST-0241,2025-05-30 09:47:59,Electronics & Audio,Thunderbolt 4 Docking Station,4,211.7,846.8
INV-102924,CUST-0308,2025-05-30 09:56:02,Wearables & Fitness,Titanium GPS Smart Fitness Watch,2,270.14,540.28
INV-100652,CUST-0241,2025-05-30 11:21:12,Smart Office & Furniture,Motorized Standing Desk Frame,2,403.44,806.88
INV-100156,CUST-0121,2025-05-30 13:55:52,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,1,39.44,39.44
INV-100729,CUST-0152,2025-05-30 14:56:45,Computer Accessories,Custom Mechanical RGB Keyboard,4,158.99,635.96
INV-103200,CUST-0397,2025-05-30 18:08:12,Wearables & Fitness,Titanium GPS Smart Fitness Watch,5,301.48,1507.4
INV-103200,CUST-0397,2025-05-30 18:58:00,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),4,39.65,158.6
INV-103415,CUST-0409,2025-05-30 19:28:02,Apparel & Lifestyle,Full-Grain Leather Briefcase Sleeve,4,100.92,403.68
INV-102625,CUST-0311,2025-05-30 20:48:05,Electronics & Audio,4K Curved Ultra-Wide Gaming Monitor,5,541.69,2708.45
INV-100806,CUST-0263,2025-05-31 08:58:02,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,5,38.41,192.05
INV-100806,CUST-0263,2025-05-31 09:40:28,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),5,35.57,177.85
INV-100400,CUST-0090,2025-05-31 10:33:53,Computer Accessories,Premium Aluminum Monitor Arm,4,71.67,286.68
INV-103069,CUST-0123,2025-05-31 10:38:37,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,5,38.53,192.65
INV-100157,CUST-0121,2025-05-31 11:13:51,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,1,40.47,40.47
INV-103069,CUST-0123,2025-05-31 12:07:50,Computer Accessories,Custom Mechanical RGB Keyboard,3,163.64,490.92
INV-100400,CUST-0090,2025-05-31 15:55:34,Apparel & Lifestyle,Full-Grain Leather Briefcase Sleeve,3,96.22,288.66
INV-101470,CUST-0281,2025-05-31 17:44:52,Computer Accessories,Premium Aluminum Monitor Arm,2,65.88,131.76
INV-100400,CUST-0090,2025-05-31 18:22:55,Computer Accessories,Custom Mechanical RGB Keyboard,2,158.77,317.54
INV-102095,CUST-0159,2025-06-01 09:14:49,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,1,37.12,37.12
INV-102095,CUST-0159,2025-06-01 11:36:53,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,3,80.95,242.85
INV-103070,CUST-0123,2025-06-01 17:17:21,Computer Accessories,Premium Aluminum Monitor Arm,5,69.66,348.3
INV-102095,CUST-0159,2025-06-01 18:03:32,Wearables & Fitness,Heart Rate Performance Sensor Band,4,86.68,346.72
INV-103650,CUST-0047,2025-06-02 08:33:34,Computer Accessories,Premium Aluminum Monitor Arm,6,77.1,462.6
INV-103701,CUST-0135,2025-06-02 08:51:43,Apparel & Lifestyle,Thermal Double-Wall Stainless Flask,1,34.62,34.62
INV-102701,CUST-0342,2025-06-02 09:17:31,Computer Accessories,Custom Mechanical RGB Keyboard,3,158.28,474.84
INV-101991,CUST-0336,2025-06-02 09:31:33,Computer Accessories,Custom Mechanical RGB Keyboard,3,144.05,432.15
INV-100807,CUST-0263,2025-06-02 10:03:58,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),6,34.51,207.06
INV-100779,CUST-0352,2025-06-02 12:05:07,Electronics & Audio,Noise-Cancelling Studio Pro Headphones,5,325.17,1625.85
INV-103701,CUST-0135,2025-06-02 12:10:26,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),2,30.01,60.02
INV-102032,CUST-0015,2025-06-02 13:53:10,Electronics & Audio,Thunderbolt 4 Docking Station,1,183.3,183.3
INV-102701,CUST-0342,2025-06-02 14:23:52,Computer Accessories,Ergonomic Multi-Device Wireless Mouse,4,87.13,348.52
INV-102032,CUST-0015,2025-06-02 16:00:11,Specialty Gourmet,Single-Origin Espresso Bean Subscription (1kg),2,33.06,66.12
INV-103701,CUST-0135,2025-06-02 16:49:39,Smart Office & Furniture,Smart LED Desk Bar Lamp,2,49.36,98.72
